"fit_id","data_id","method_id","seed_index","t1_sweeps","exact_correct_1_1_1","strict_practical_converged","original_longest_streak","quantile_factor_alternative_ever_5","output_only_quantile_factor_ever_5","endpoint_objective_pass","endpoint_fitted_gate_pass","endpoint_rss_gate_pass","endpoint_ppi_max_gate_pass","endpoint_ppi_quantile_factor_gate_pass","minimum_gate_groups_removed_for_5_streak","minimal_removed_gate_sets","remove_objective_alone_reaches_5","remove_fitted_alone_reaches_5","remove_rss_alone_reaches_5","remove_ppi_max_alone_reaches_5","endpoint_ppi_max_abs","endpoint_ppi_quantile_abs","endpoint_factor_ppi_max_abs","endpoint_long_ppi_max_abs","endpoint_long_ppi_quantile_abs","endpoint_long_factor_ppi_max_abs"
"g12ic_04__G12IC__current_1_over_m__06","g12ic_04","current_1_over_m",6,84,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"none",TRUE,TRUE,TRUE,TRUE,3.14749442469706e-13,7.63391345953667e-18,3.24740234702858e-13,2.05411365673152e-12,1.39004704883232e-17,2.41573427928188e-12
"g12ic_04__G12IC__current_1_over_m__07","g12ic_04","current_1_over_m",7,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0660355716899864,0.00145324190450172,0,0.143068883017918,0.00419200158066507,0
"g12ic_04__G12IC__current_1_over_m__08","g12ic_04","current_1_over_m",8,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00668180217447933,0.000218142739044808,3.12905257260354e-12,0.0206435056771102,0.000729324717052557,4.23132640037238e-11
"g12ic_04__G12IC__current_1_over_m__09","g12ic_04","current_1_over_m",9,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00565824058958755,0.000289175217004519,2.91244806049917e-12,0.0187204628483477,0.0009535763880365,4.21580548248812e-11
"g12ic_04__G12IC__current_1_over_m__10","g12ic_04","current_1_over_m",10,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00689825706340819,0.000250487890357191,3.19677617710568e-12,0.0236206743249837,0.000797305298897926,4.27631263733019e-11
"g12ic_04__G12IC__current_1_over_m__11","g12ic_04","current_1_over_m",11,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00545712954434058,0.000187167988337519,2.71704880816515e-12,0.017808992613118,0.000622584280176614,3.82306408752697e-11
"g12ic_04__G12IC__current_1_over_m__12","g12ic_04","current_1_over_m",12,200,TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00982340581528834,0.00039619248617833,0,0.0316251014857058,0.00133223705923017,0
"g12ic_04__G12IC__gram_unit_energy__01","g12ic_04","gram_unit_energy",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.0083028999434841,0.000252446775173834,3.00626190608e-12,0.0267248714106089,0.000839101580436474,4.02406996613536e-11
"g12ic_04__G12IC__gram_unit_energy__02","g12ic_04","gram_unit_energy",2,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.421373372691691,0.000477504713961715,0,0.719160795014809,0.00200104258099563,0
"g12ic_04__G12IC__gram_unit_energy__03","g12ic_04","gram_unit_energy",3,200,TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00736978389345871,0.000357943780908951,0,0.0233894525082364,0.00116445274723308,0
"g12ic_04__G12IC__gram_unit_energy__04","g12ic_04","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0745042950421546,0.000939872154128403,0,0.256463522719554,0.0035325710565051,0
"g12ic_04__G12IC__gram_unit_energy__05","g12ic_04","gram_unit_energy",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00598380770177895,0.000219157179771377,2.72248890098581e-12,0.019743742378269,0.000732275694247359,3.82441855961702e-11
"g12ic_04__G12IC__gram_unit_energy__06","g12ic_04","gram_unit_energy",6,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00842869764385218,0.000382115425181773,0,0.0268235514047261,0.00124641130092412,0
"g12ic_04__G12IC__gram_unit_energy__07","g12ic_04","gram_unit_energy",7,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00744506297984937,0.000322656666731675,0,0.0236570105425145,0.00106867306915986,0
"g12ic_04__G12IC__gram_unit_energy__08","g12ic_04","gram_unit_energy",8,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.167847063326621,0.00360243813280101,0,0.930942543928244,0.0167118529854935,0
"g12ic_04__G12IC__gram_unit_energy__09","g12ic_04","gram_unit_energy",9,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.245864021059577,0.00122142466781624,0,0.501633114943618,0.00347488057080301,0
"g12ic_04__G12IC__gram_unit_energy__10","g12ic_04","gram_unit_energy",10,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00671492203499252,0.000273321848245292,0,0.0205331140088972,0.000875075092111145,0
"g12ic_04__G12IC__gram_unit_energy__11","g12ic_04","gram_unit_energy",11,200,TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00903624825796023,0.000355928643817727,0,0.0290898054789613,0.0011821080386718,0
"g12ic_04__G12IC__gram_unit_energy__12","g12ic_04","gram_unit_energy",12,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.237315398294697,0.00229917241501147,0,0.929586116298856,0.00474911663022043,0
"g12ic_05__G12IC__current_1_over_m__01","g12ic_05","current_1_over_m",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,"fitted+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00800772054129373,9.8508408864248e-05,3.22408766351145e-12,0.0412531282071407,0.000400273180451941,4.79184469881488e-11
"g12ic_05__G12IC__current_1_over_m__02","g12ic_05","current_1_over_m",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0121037957816632,0.00029922448891748,0,0.0590377983969668,0.00109009092755531,0
"g12ic_05__G12IC__current_1_over_m__03","g12ic_05","current_1_over_m",3,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00850708255134386,0.00035304463843593,0,0.0371329786117169,0.00118773396430517,0
"g12ic_05__G12IC__current_1_over_m__04","g12ic_05","current_1_over_m",4,84,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"none",TRUE,TRUE,TRUE,TRUE,7.55494507542878e-14,9.20767009957929e-18,7.51620987671231e-14,3.57269507037863e-13,2.46682812082148e-17,4.84723372551343e-13
"g12ic_05__G12IC__current_1_over_m__05","g12ic_05","current_1_over_m",5,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00930471805924937,0.000252717200758214,0,0.0283633786659431,0.0008701154927671,0
"g12ic_05__G12IC__current_1_over_m__06","g12ic_05","current_1_over_m",6,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00962815980072584,0.000267386675580972,3.23374660382569e-12,0.0311744702371345,0.000890736448604339,4.77341499660611e-11
"g12ic_05__G12IC__current_1_over_m__07","g12ic_05","current_1_over_m",7,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.02340259132564,0.000567996329759998,3.27826654711316e-12,0.079361188211998,0.00192185922629456,4.78802553161017e-11
"g12ic_05__G12IC__current_1_over_m__08","g12ic_05","current_1_over_m",8,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.0101124864101574,0.000496084149051515,2.88924439928451e-12,0.0329956459869296,0.00165481075754211,2.94875235340442e-11
"g12ic_05__G12IC__current_1_over_m__09","g12ic_05","current_1_over_m",9,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00707291691974843,0.000220186479492776,1.02918784605777e-11,0.023154652345193,0.000745956960688471,8.89834872452866e-11
"g12ic_05__G12IC__current_1_over_m__10","g12ic_05","current_1_over_m",10,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,"fitted+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0052506479730422,0.000170856631135565,4.21063184319337e-12,0.0366155735605403,0.000555232914222649,4.16375822709369e-11
"g12ic_05__G12IC__current_1_over_m__11","g12ic_05","current_1_over_m",11,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0233785783926751,0.000637846531830649,0,0.10380553903758,0.00196174250143447,0
"g12ic_05__G12IC__current_1_over_m__12","g12ic_05","current_1_over_m",12,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00952931572849608,0.000443629899190767,2.55107046598368e-12,0.0312730621414919,0.00149505764264802,3.66348062996735e-11
"g12ic_05__G12IC__gram_unit_energy__01","g12ic_05","gram_unit_energy",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00895738646058825,0.000253626838222573,1.46689327351623e-11,0.0339856701613101,0.000776863847037956,9.38236155434424e-11
"g12ic_05__G12IC__gram_unit_energy__02","g12ic_05","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0227699399749844,0.000388658222494271,0,0.0690593432356235,0.0015186236859433,0
"g12ic_05__G12IC__gram_unit_energy__03","g12ic_05","gram_unit_energy",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,"fitted+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0229960394988458,0.00144987794839096,0,0.0801902777802497,0.00449446055204153,0
"g12ic_05__G12IC__gram_unit_energy__04","g12ic_05","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00838761832078083,0.00024266120871335,4.4175774149835e-13,0.0391880611741754,0.000810155472674245,3.36336514195068e-11
"g12ic_05__G12IC__gram_unit_energy__05","g12ic_05","gram_unit_energy",5,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0149289477128801,0.000294668474031331,0,0.0522356346889406,0.00101032875932913,0
"g12ic_05__G12IC__gram_unit_energy__06","g12ic_05","gram_unit_energy",6,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0110614887340114,0.000355240814231538,0,0.0394257023508345,0.00116302923503998,0
"g12ic_05__G12IC__gram_unit_energy__07","g12ic_05","gram_unit_energy",7,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0125818068855624,0.00044910951170271,0,0.0401905656247233,0.0014618673199433,0
"g12ic_05__G12IC__gram_unit_energy__08","g12ic_05","gram_unit_energy",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0103270805917908,0.000343949106023984,0,0.032236500130956,0.00113706307573665,0
"g12ic_05__G12IC__gram_unit_energy__09","g12ic_05","gram_unit_energy",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0146421362793142,0.000316927274737104,0,0.0608122364096911,0.0011293690693719,0
"g12ic_05__G12IC__gram_unit_energy__10","g12ic_05","gram_unit_energy",10,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00973230133017988,0.000214284770920539,2.69240185701847e-12,0.0478923998812024,0.000795303225672713,3.80928621979137e-11
"g12ic_05__G12IC__gram_unit_energy__11","g12ic_05","gram_unit_energy",11,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0328618692105225,0.00077255276080637,0,0.0459231807004479,0.0019996945588013,0
"g12ic_05__G12IC__gram_unit_energy__12","g12ic_05","gram_unit_energy",12,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00713041606704518,0.000227324092974661,1.33504318711175e-12,0.0271959882521095,0.000742882825946541,3.06827896423556e-11
"g12ic_06__G12IC__current_1_over_m__01","g12ic_06","current_1_over_m",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0084205600920001,0.000643946522699703,1.29293242778772e-11,0.0267647970657005,0.00215774493426425,5.75200997943170e-11
"g12ic_06__G12IC__current_1_over_m__02","g12ic_06","current_1_over_m",2,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00744201295420188,0.000212825973199256,3.17623705115011e-12,0.0246490289317559,0.000705752460818071,4.53155291069152e-11
"g12ic_06__G12IC__current_1_over_m__03","g12ic_06","current_1_over_m",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,"fitted+ppi_max",FALSE,FALSE,FALSE,FALSE,0.015741738109825,0.000263216877477072,3.25806048806498e-12,0.0520512000933808,0.000874460722218271,4.60115279210527e-11
"g12ic_06__G12IC__current_1_over_m__04","g12ic_06","current_1_over_m",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.108252493073164,0.000514706368825466,6.12738748628772e-11,0.203208496392706,0.00160464345131269,2.71825784103896e-10
"g12ic_06__G12IC__current_1_over_m__05","g12ic_06","current_1_over_m",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00701556377978579,0.000202931963018704,3.17457171661317e-12,0.022906828939476,0.000664341075473998,4.53215243112481e-11
"g12ic_06__G12IC__current_1_over_m__06","g12ic_06","current_1_over_m",6,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.0101969076518593,0.000745139411489567,2.82240897320207e-12,0.0326422502994766,0.00250998984760061,2.91130453078381e-11
"g12ic_06__G12IC__current_1_over_m__07","g12ic_06","current_1_over_m",7,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00623816040155231,0.000351744548767551,2.83439938186802e-12,0.0205793702772555,0.00119702322244977,3.9395375850404e-11
"g12ic_06__G12IC__current_1_over_m__08","g12ic_06","current_1_over_m",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.023783364055101,0.000393534350623353,0,0.131837839407053,0.00148391945970935,0
"g12ic_06__G12IC__current_1_over_m__09","g12ic_06","current_1_over_m",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0141398460360335,0.000431121337178447,0,0.0476976461596365,0.00142376362393387,0
"g12ic_06__G12IC__current_1_over_m__10","g12ic_06","current_1_over_m",10,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00807031456498952,0.000225922634400929,3.18478576843972e-12,0.0265642107980999,0.000757365551229833,4.53537207789623e-11
"g12ic_06__G12IC__current_1_over_m__11","g12ic_06","current_1_over_m",11,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00885088274328172,0.000663955638539486,3.29114513419881e-12,0.0287424712954855,0.0021834845853421,4.04575262180629e-11
"g12ic_06__G12IC__current_1_over_m__12","g12ic_06","current_1_over_m",12,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0188344227281032,0.000702259212332861,2.63030708325118e-11,0.0367017998982265,0.00216760583562081,9.38322752830345e-11
"g12ic_06__G12IC__gram_unit_energy__01","g12ic_06","gram_unit_energy",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00898028839501303,0.000486335980692701,0,0.0299848298584424,0.00155418465299816,0
"g12ic_06__G12IC__gram_unit_energy__02","g12ic_06","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00585555968309465,0.000364588529625093,0,0.0246931782418341,0.00123694047939871,0
"g12ic_06__G12IC__gram_unit_energy__03","g12ic_06","gram_unit_energy",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0173894748876017,0.000459120339834418,0,0.0543803741872726,0.00153112179722524,0
"g12ic_06__G12IC__gram_unit_energy__04","g12ic_06","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.3892380882676,0.00273056008685612,1.02237662780169e-10,0.511058586207406,0.00627388668105186,3.62264329645257e-10
"g12ic_06__G12IC__gram_unit_energy__05","g12ic_06","gram_unit_energy",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.0122395694676503,0.000721558473103005,0,0.0395535918845207,0.00242392782753241,0
"g12ic_06__G12IC__gram_unit_energy__06","g12ic_06","gram_unit_energy",6,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.00805635446412778,0.00032631672924202,0,0.969902962582762,0.0056527208655365,0
"g12ic_06__G12IC__gram_unit_energy__07","g12ic_06","gram_unit_energy",7,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0143555757764434,0.00036746057087858,0,0.0350120860630088,0.000999904281085088,0
"g12ic_06__G12IC__gram_unit_energy__08","g12ic_06","gram_unit_energy",8,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.009749442961137,0.000645981062394982,0,0.0313290281434434,0.0021553573569375,0
"g12ic_06__G12IC__gram_unit_energy__09","g12ic_06","gram_unit_energy",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0178430526882583,0.000668287225320165,0,0.99799963727703,0.0168934850882147,0
"g12ic_06__G12IC__gram_unit_energy__10","g12ic_06","gram_unit_energy",10,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.00764560211153487,0.000198595269024564,3.27138316436049e-12,0.0251578970985128,0.000654434587376237,4.53136417277733e-11
"g12ic_06__G12IC__gram_unit_energy__11","g12ic_06","gram_unit_energy",11,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"fitted+rss+ppi_max",FALSE,FALSE,FALSE,FALSE,0.0143261621646603,0.000384311342687024,0,0.0656380854726723,0.00123014385596759,0
"g12ic_06__G12IC__gram_unit_energy__12","g12ic_06","gram_unit_energy",12,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"ppi_max",FALSE,FALSE,FALSE,TRUE,0.0154193488442581,0.000925580572212817,0,0.0513469444077729,0.00308485590635641,0
